               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.035259,           0.0055485,           0.0084614,             0.60517,             0.42124,             0.49384,             0.36274,            0.030182,           0.0073406,            0.043001,           0.0027419,           0.0027419,           0.0027419
                  73,            0.033731,           0.0056948,           0.0090907,              0.5956,             0.42987,             0.49039,             0.37346,            0.029675,           0.0073559,            0.043378,           0.0026316,           0.0026316,           0.0026316
                  74,            0.034911,           0.0056119,           0.0078459,             0.60439,             0.38405,             0.45782,              0.3436,            0.029911,           0.0073843,            0.044035,           0.0025241,           0.0025241,           0.0025241
                  75,            0.033517,           0.0057027,           0.0092021,             0.63422,             0.38135,             0.44984,             0.34042,             0.02926,            0.007559,            0.044155,           0.0024195,           0.0024195,           0.0024195
                  76,            0.030835,           0.0051133,           0.0078956,             0.64829,              0.3488,             0.45394,             0.32837,            0.030237,           0.0076211,            0.044757,            0.002318,            0.002318,            0.002318
                  77,            0.032558,           0.0052485,           0.0080809,              0.4914,             0.44628,             0.47626,             0.35188,            0.029094,           0.0078281,            0.044062,           0.0022196,           0.0022196,           0.0022196
                  78,            0.030989,           0.0050797,           0.0083265,             0.56733,             0.42587,             0.48855,             0.35243,            0.028292,           0.0078163,            0.043656,           0.0021245,           0.0021245,           0.0021245
                  79,            0.030737,           0.0051347,           0.0074865,             0.53734,              0.4511,             0.47446,             0.36423,            0.027629,           0.0077171,            0.043517,           0.0020327,           0.0020327,           0.0020327
                  80,            0.030124,           0.0052197,           0.0082062,             0.54332,             0.45437,             0.46579,             0.35651,            0.027837,           0.0074864,            0.042492,           0.0019443,           0.0019443,           0.0019443
                  81,            0.029014,           0.0050941,           0.0069743,             0.59499,             0.45492,             0.49545,             0.38448,             0.02825,           0.0076967,            0.042874,           0.0018594,           0.0018594,           0.0018594
                  82,            0.029396,           0.0050031,           0.0074826,             0.58701,               0.453,             0.51892,              0.3989,            0.027347,           0.0079458,            0.042638,           0.0017781,           0.0017781,           0.0017781
                  83,            0.028929,           0.0048947,           0.0068321,             0.56191,             0.48816,             0.52864,             0.39061,            0.027066,           0.0077214,              0.0425,           0.0017005,           0.0017005,           0.0017005
                  84,             0.02771,           0.0051743,           0.0068962,               0.576,              0.4799,             0.56187,              0.4242,             0.02653,           0.0073647,            0.042271,           0.0016267,           0.0016267,           0.0016267
                  85,            0.026914,           0.0049896,           0.0070232,              0.5289,             0.49813,             0.52275,             0.41046,            0.026065,           0.0074138,            0.042632,           0.0015566,           0.0015566,           0.0015566
