               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,            0.014313,           0.0058829,            0.054599,             0.63738,             0.34819,             0.31384,             0.26444,            0.014835,           0.0068537,            0.055866,            0.001266,            0.001266,            0.001266
                  91,            0.013984,           0.0057095,            0.054229,             0.63738,             0.35569,             0.31691,             0.27025,            0.014318,           0.0067618,            0.055788,           0.0012202,           0.0012202,           0.0012202
                  92,            0.013511,           0.0056515,            0.053299,             0.66591,             0.34711,             0.31741,             0.27104,            0.014611,           0.0068161,            0.055737,           0.0011787,           0.0011787,           0.0011787
                  93,            0.013838,           0.0056979,            0.054368,             0.71395,             0.30547,             0.32328,             0.27503,            0.014466,           0.0068539,            0.055621,           0.0011414,           0.0011414,           0.0011414
                  94,            0.013413,           0.0059121,            0.053988,             0.70917,              0.3133,             0.32734,             0.27758,            0.014472,            0.006911,            0.055494,           0.0011084,           0.0011084,           0.0011084
                  95,            0.013561,           0.0056742,            0.054125,             0.74268,             0.31962,             0.32751,              0.2784,            0.014436,           0.0068279,            0.055414,           0.0010797,           0.0010797,           0.0010797
                  96,            0.013768,           0.0053888,            0.054507,             0.74722,             0.32332,             0.32606,             0.27834,            0.014066,           0.0067883,            0.055363,           0.0010554,           0.0010554,           0.0010554
                  97,            0.013355,           0.0056007,            0.053536,             0.75152,              0.3147,             0.33086,             0.28375,            0.014318,           0.0067058,            0.055299,           0.0010355,           0.0010355,           0.0010355
                  98,            0.013171,           0.0056383,            0.052075,             0.74969,             0.30749,             0.32793,             0.28172,            0.014112,           0.0066232,            0.055145,             0.00102,             0.00102,             0.00102
                  99,             0.01388,           0.0057613,            0.055183,             0.71285,             0.32761,             0.33186,             0.28563,            0.014017,           0.0066686,            0.054979,           0.0010089,           0.0010089,           0.0010089
